Rk,Player,Age,Tm,Lg,TS%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
424,John Wall,30,HOU,NBA,0.503,40,40,1288,15.4,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,99,116,-1,0.8,-0.2,-0.007,1.4,-1.6,-0.2,0.6,8.2,20.3,6,13.3,2.2,7,4.4,5.9,0.5,3.1,3.6,7.7,1.2,0.9,3.9,1.3,23,0.404,0.449,0.317,0.458,0.749
425,Jordan McLaughlin,24,MIN,NBA,0.502,51,2,938,12,0.38,0.124,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,110,115,0.6,0.6,1.2,0.062,-2.1,0,-2.2,0,3.8,9.3,2.6,5.8,1.3,3.5,0.9,1.2,0.8,3.3,4.1,7.4,2,0.2,2,1.7,9.8,0.413,0.447,0.359,0.481,0.767
426,PJ Dozier,24,DEN,NBA,0.501,50,6,1088,10.4,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2,10.7,17.2,104,113,0.1,1.1,1.1,0.051,-2.2,-0.8,-3,-0.3,4.9,11.7,3.3,6.8,1.6,4.9,1.4,2.2,1.2,4.9,6,3,1,0.7,1.5,2.8,12.7,0.417,0.49,0.315,0.483,0.636
427,Cody Martin,25,CHO,NBA,0.5,52,10,849,10.6,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,107,113,0.2,0.9,1.1,0.061,-2.6,0.3,-2.2,-0.1,3.5,8,2.8,5.5,0.7,2.5,1.1,1.8,2.2,4.6,6.8,3.6,1.6,0.5,1.7,2.2,8.8,0.441,0.515,0.276,0.484,0.581
428,Malik Fitts,23,LAC,NBA,0.5,3,0,11,2.9,0.667,0,0,29.8,15.3,0,0,0,0,12.1,102,112,0,0,0,0.049,-9.6,-0.6,-10.2,0,3.3,9.8,0,3.3,3.3,6.5,0,0,0,9.8,9.8,0,0,0,0,9.8,9.8,0.333,0,0.5,0.5,
429,Nathan Knight,23,ATL,NBA,0.499,33,0,279,13.9,0.33,0.55,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,106,112,0.1,0.3,0.4,0.07,-2.2,-1.5,-3.8,-0.1,4.8,12.9,4,8.6,0.8,4.3,5.7,7.1,3.5,5.8,9.3,1,1.2,1.3,1.9,2.8,16,0.37,0.463,0.182,0.4,0.8
430,Jalen Smith,20,PHO,NBA,0.499,27,1,156,8.4,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,96,112,-0.1,0.2,0.1,0.022,-4.8,-1.4,-6.2,-0.2,5.1,11.5,4.2,7.6,0.9,3.9,1.2,1.6,1.6,6.9,8.5,0.9,0.2,1.2,1.6,3.7,12.2,0.44,0.545,0.235,0.48,0.714
431,Damyean Dotson,26,CLE,NBA,0.499,46,7,907,8.1,0.543,0.123,0.6,11.1,5.7,15.1,0.9,0.4,12,16.9,99,118,-0.4,0.3,0,-0.002,-3.3,-1.6,-4.8,-0.6,4.7,11.6,2.9,5.3,1.8,6.3,1,1.4,0.2,3.5,3.7,3.6,0.6,0.2,1.7,1.7,12.2,0.406,0.545,0.289,0.485,0.667
432,Solomon Hill,29,ATL,NBA,0.498,71,16,1513,6.7,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,104,115,0.1,1.2,1.3,0.04,-3,0.2,-2.8,-0.3,2.5,7.1,0.9,2,1.6,5,0.8,1.1,1,4.1,5.1,1.8,1.2,0.3,1,2.8,7.5,0.359,0.453,0.321,0.473,0.761
433,Gabe Vincent,24,MIA,NBA,0.498,50,7,655,7.6,0.639,0.099,1.8,7.9,4.9,15.1,1.6,0.3,12.3,19.1,98,114,-0.4,0.5,0.2,0.011,-4.6,-1.1,-5.7,-0.6,4.8,12.8,2.3,4.6,2.5,8.2,1.1,1.3,0.5,2.5,3.1,3.7,1.2,0.1,1.9,4.3,13.3,0.378,0.5,0.309,0.476,0.87
434,Jahmi'us Ramsey,19,SAC,NBA,0.498,13,0,94,10.5,0.5,0.132,2.3,9.6,5.9,8.8,2,0.9,6.9,19.8,102,118,0,0,0,0.012,-3.1,-1.6,-4.7,-0.1,5.7,14.6,3.8,7.3,1.9,7.3,1.9,1.9,0.8,3.1,3.8,2.3,1.5,0.4,1.1,3.1,15.3,0.395,0.526,0.263,0.461,1
435,Axel Toupane,28,MIL,NBA,0.497,8,1,61,9,0.182,0.636,0,10,5.2,7.6,1.5,4.4,0,9.7,119,111,0.1,0.1,0.1,0.097,-4.4,1.3,-3.1,0,2.4,6.5,1.8,5.3,0.6,1.2,3,4.1,0,3.5,3.5,2.4,1.2,1.8,0,3.5,8.3,0.364,0.333,0.5,0.409,0.714
436,Cole Anthony,20,ORL,NBA,0.496,47,34,1273,12.1,0.312,0.237,3,15.4,9,24.2,1.1,1.3,14.8,24.3,98,116,-0.9,0.9,0,-0.001,-2,-1.3,-3.3,-0.4,6.2,15.6,4.6,10.7,1.6,4.9,3.1,3.7,1.1,5.2,6.2,5.4,0.8,0.5,3,2.8,17.1,0.397,0.424,0.337,0.449,0.832
437,Harry Giles,22,POR,NBA,0.496,38,0,348,12.4,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,106,111,0.1,0.4,0.5,0.069,-3.4,-0.2,-3.6,-0.1,4.3,10,3.5,7.7,0.8,2.4,1.7,2.8,3.2,10.6,13.8,3,0.8,1.3,2.1,5.6,11.2,0.433,0.459,0.348,0.474,0.593
438,Timothé Luwawu-Cabarrot,25,BRK,NBA,0.493,58,7,1050,7.8,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,100,116,-0.3,0.7,0.3,0.015,-3.2,-1.7,-4.9,-0.8,4.5,12.2,1.9,4,2.6,8.2,1.2,1.5,1,3.5,4.4,2.4,1.1,0.2,1.5,3.4,12.7,0.365,0.47,0.314,0.471,0.814
439,Mike Scott,32,PHI,NBA,0.492,51,12,852,6.8,0.735,0.057,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9,101,110,-0.1,1.1,1,0.058,-3.2,0.1,-3.1,-0.2,3.2,8.9,1,2.4,2.2,6.5,0.3,0.5,0.5,4.6,5.1,1.7,1,0.6,0.8,3,9,0.36,0.411,0.342,0.486,0.667
440,Dennis Smith,23,TOT,NBA,0.492,23,9,420,13.6,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,105,110,0.1,0.5,0.6,0.07,-1.3,1.5,0.2,0.2,5,12.4,3.3,7.5,1.6,5,1.6,2.2,1,3.7,4.7,6.6,2,1.2,2.2,3.2,13.2,0.4,0.448,0.328,0.466,0.731
441,Darius Bazley,20,OKC,NBA,0.491,55,55,1714,9.7,0.414,0.258,3.1,21.2,12,8.9,0.8,1.3,13.7,22.1,93,114,-2.3,1.4,-0.9,-0.026,-3.1,-1.4,-4.4,-1,5.7,14.5,4,8.5,1.7,6,2.6,3.7,1.1,7.2,8.3,2.1,0.6,0.5,2.6,1.3,15.8,0.396,0.47,0.29,0.456,0.702
442,Dwayne Bacon,25,ORL,NBA,0.49,72,50,1853,9.9,0.285,0.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,102,117,-0.3,0.9,0.5,0.013,-3.5,-1.6,-5.1,-1.4,5.7,14.1,4.5,10.1,1.1,4,2.8,3.4,0.6,3.7,4.4,1.8,0.9,0.1,0.9,2,15.3,0.402,0.449,0.285,0.443,0.824
443,Josh Green,20,DAL,NBA,0.49,39,5,445,8.8,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,106,114,0.1,0.4,0.5,0.05,-3.6,0,-3.7,-0.2,3.4,7.5,3.1,5.5,0.3,2,1.1,1.9,2.3,4,6.3,2.3,1.3,0.2,1.4,2.8,8.2,0.452,0.559,0.16,0.473,0.565
444,Brad Wanamaker,31,TOT,NBA,0.489,61,0,1053,9.5,0.284,0.338,1.8,8.8,5.3,22.5,1.9,1,17.1,16.9,102,113,-0.2,1,0.9,0.039,-4.6,-0.2,-4.8,-0.7,3.9,10.2,3.4,7.3,0.5,2.9,3.1,3.5,0.6,3,3.6,5.9,1.5,0.4,2.4,3.2,11.5,0.385,0.463,0.188,0.411,0.891
445,Théo Maledon,19,OKC,NBA,0.489,65,49,1778,8.2,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,94,116,-1.9,1.1,-0.8,-0.021,-4.1,-1.1,-5.2,-1.4,4.6,12.4,2.4,6.1,2.1,6.3,2,2.7,0.5,3.8,4.3,4.6,1.1,0.2,2.9,2.6,13.3,0.368,0.402,0.335,0.454,0.748
446,Cedi Osman,25,CLE,NBA,0.488,59,26,1510,10.3,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,100,116,-0.5,1,0.5,0.014,-1.9,-0.9,-2.8,-0.3,5.2,14,2.9,6.2,2.4,7.7,1.8,2.3,0.9,3.9,4.8,4.1,1.3,0.2,1.9,2.8,14.6,0.374,0.458,0.306,0.458,0.8
447,Cam Reddish,21,ATL,NBA,0.488,26,21,750,9.3,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,100,113,-0.3,0.7,0.4,0.026,-3.2,-0.4,-3.6,-0.3,4.6,12.6,3,6.6,1.6,6,3.2,3.9,1.1,3.9,5,1.7,1.6,0.4,1.6,3.3,14,0.365,0.46,0.262,0.428,0.817
448,Elijah Hughes,22,UTA,NBA,0.488,18,0,64,8.4,0.767,0.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,93,111,-0.1,0.1,0,-0.013,-1.8,-1.9,-3.7,0,5.6,16.9,1.1,3.9,4.5,12.9,1.7,2.3,0.6,4.5,5.1,3.4,0.6,0.6,3.4,0.6,17.4,0.333,0.286,0.348,0.467,0.75
449,Justin Patton,23,HOU,NBA,0.488,13,6,247,11.6,0.486,0.057,5.8,15.8,10.6,8.1,2.3,5.1,5.3,13,108,111,0.1,0.3,0.4,0.076,-3.8,1.7,-2,0,4.2,10.2,2.9,5.2,1.3,5,0.4,0.6,2,5.1,7.1,2,1.7,2,0.6,5,10.2,0.414,0.556,0.265,0.479,0.75
450,Brodric Thomas,24,TOT,NBA,0.487,32,1,399,8,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,96,114,-0.3,0.3,0.1,0.006,-4.7,0.1,-4.6,-0.3,3.5,9.7,2.1,4.4,1.4,5.3,2.8,4.2,0.7,4.1,4.8,2.7,1.4,0.9,2,3.6,11.3,0.361,0.469,0.271,0.435,0.674
451,Avery Bradley,30,TOT,NBA,0.487,27,6,602,6.3,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,94,116,-0.5,0.4,-0.1,-0.008,-4.9,-0.8,-5.7,-0.6,3.8,10.2,1.9,4.2,2,6,0.7,0.9,0.5,2.9,3.4,2.8,1.3,0.2,1.7,3.3,10.3,0.374,0.443,0.327,0.471,0.8
452,Ed Davis,31,MIN,NBA,0.487,23,7,299,13.1,0,0.273,16.1,26,20.8,9,2.1,3.8,12.4,7.9,130,110,0.5,0.4,0.8,0.135,-3.5,0.7,-2.9,-0.1,2.3,5.3,2.3,5.3,0,0,1.2,1.4,5.5,8.3,13.8,2.5,1.6,1.6,0.8,6.7,5.8,0.432,0.432,,0.432,0.833
453,Nico Mannion,19,GSW,NBA,0.487,30,1,364,9.3,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,99,111,-0.2,0.4,0.2,0.029,-3.4,-0.7,-4.1,-0.2,3.9,11.3,1.7,5.3,2.2,5.9,2.3,2.8,0.6,4,4.5,6.9,1.6,0.1,3.1,2.9,12.2,0.342,0.315,0.367,0.439,0.821
454,Mfiondu Kabengele,23,TOT,NBA,0.486,39,0,280,9.5,0.562,0.225,4.7,19.4,12,8.7,1.4,4.1,13.3,17.7,97,111,-0.2,0.3,0.2,0.026,-4.5,0,-4.5,-0.2,4.2,11.4,2.6,5,1.7,6.4,2.1,2.6,1.5,6.2,7.7,2.2,1,1.7,1.9,4.6,12.2,0.371,0.513,0.26,0.444,0.8
455,Malachi Flynn,22,TOR,NBA,0.484,47,14,928,10.9,0.494,0.165,1.1,13,6.9,21.4,2,0.8,10.5,19,103,114,0,0.8,0.8,0.041,-2.8,0,-2.8,-0.2,4.9,13.2,2.8,6.7,2.1,6.5,1.7,2.2,0.4,4.1,4.5,5.3,1.5,0.3,1.7,2.6,13.7,0.374,0.424,0.321,0.453,0.804
456,Mike James,30,BRK,NBA,0.481,13,1,236,11.9,0.337,0.293,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,103,116,0,0.1,0.1,0.028,-2.3,-2.2,-4.5,-0.2,5.2,14,3.5,9.3,1.7,4.7,3.2,4.1,0.5,4.4,4.9,8.2,0.9,0.2,3.1,1.5,15.3,0.37,0.377,0.355,0.429,0.778
457,Deividas Sirvydis,20,DET,NBA,0.481,20,0,133,5.7,0.7,0.15,0,24.5,12.1,5.4,0.7,0,10.5,15.7,90,114,-0.1,0.1,0,-0.01,-4.5,-1.1,-5.6,-0.1,3.8,10.8,1.1,3.2,2.7,7.6,0.8,1.6,0,7.8,7.8,1.4,0.5,0,1.4,2.4,11.1,0.35,0.333,0.357,0.475,0.5
458,Denzel Valentine,27,CHI,NBA,0.479,62,3,1036,10.1,0.582,0.041,2.6,18.3,10.5,14,1.4,0.6,9,19.5,100,112,-0.4,1.1,0.7,0.032,-2.1,-0.8,-2.9,-0.3,5.4,14.5,2.6,6,2.8,8.4,0.6,0.6,0.8,6,6.8,3.6,1,0.2,1.5,2.4,14.1,0.373,0.431,0.331,0.469,0.941
459,Elfrid Payton,26,NYK,NBA,0.478,63,63,1484,11.7,0.158,0.172,4.7,11,7.9,21.6,1.6,0.6,13.3,23.2,99,110,-0.9,1.9,1,0.032,-2.8,-0.6,-3.4,-0.5,6.5,15.1,5.8,12.7,0.7,2.4,1.8,2.6,1.6,3.7,5.2,4.9,1.1,0.2,2.5,2.8,15.5,0.432,0.46,0.286,0.455,0.682
460,Markus Howard,21,DEN,NBA,0.477,37,1,205,6.4,0.613,0.085,0.6,11,5.8,12.6,1,0.5,14.1,27.2,89,116,-0.4,0.1,-0.3,-0.068,-5.9,-3.1,-9,-0.4,7,18.6,3.9,7.2,3.2,11.4,1.2,1.6,0.2,3.5,3.7,3.2,0.7,0.2,3.2,4,18.4,0.377,0.537,0.277,0.462,0.778
461,Kira Lewis,19,NOP,NBA,0.477,54,0,904,10.3,0.356,0.151,1.4,7.1,4.3,18.7,2,1,8.6,18.3,106,115,0.2,0.6,0.9,0.045,-3.2,-0.5,-3.8,-0.4,5.2,13.4,3.6,8.6,1.6,4.8,1.7,2,0.5,2.3,2.8,4.9,1.5,0.4,1.4,3.5,13.7,0.386,0.415,0.333,0.445,0.843
462,Mamadi Diakite,24,MIL,NBA,0.477,14,1,141,12.3,0.2,0.35,6.2,18.7,12.7,7,2.3,3.8,6.1,14.6,110,108,0.1,0.2,0.3,0.102,-3.2,0.4,-2.7,0,4.1,10.2,3.8,8.2,0.3,2,2.8,3.6,2,6.6,8.7,2,1.8,1.5,0.8,4.1,11.2,0.4,0.469,0.125,0.413,0.786
463,Jarrett Culver,21,MIN,NBA,0.476,34,7,499,8.8,0.315,0.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,96,115,-0.4,0.3,-0.1,-0.006,-4.8,-1.8,-6.6,-0.6,5,12.1,4,8.3,0.9,3.8,2.1,3.5,2.5,5.1,7.5,1.7,1.2,0.6,2,4.2,13,0.411,0.487,0.245,0.449,0.604
464,Henry Ellenson,24,TOR,NBA,0.476,2,0,38,12.8,0.643,0.286,8.4,27,17.4,18.9,0,0,0,17.9,121,115,0.1,0,0.1,0.127,-3.1,1,-2.1,0,4.7,13.3,2.8,4.7,1.9,8.5,2.8,3.8,2.8,8.5,11.4,4.7,0,0,0,6.6,14.2,0.357,0.6,0.222,0.429,0.75
465,Bruno Caboclo,25,HOU,NBA,0.475,6,0,36,9,0.294,0.118,8.5,34,20.7,4.7,0,5,18.3,25.8,83,112,-0.1,0,-0.1,-0.088,-8.5,-2.1,-10.6,-0.1,8,17,8,12,0,5,1,2,3,11,14,1,0,2,4,6,17,0.471,0.667,0,0.471,0.5
466,Bruno Fernando,22,ATL,NBA,0.475,33,0,226,6.2,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,86,111,-0.3,0.3,-0.1,-0.019,-6,-1,-7,-0.3,2.9,7,2.9,6.7,0,0.3,2.4,3.5,2.5,9.9,12.4,1.6,0.6,0.5,3.3,3.7,8.1,0.409,0.429,0,0.409,0.682
467,Dakota Mathias,25,PHI,NBA,0.474,8,2,123,9.8,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,107,114,0,0.1,0.2,0.061,-1.9,-1.7,-3.6,0,5.6,14,3.2,6.4,2.3,7.6,0.6,1.8,0.3,1.8,2,3.8,0.3,0.9,0.3,2,14,0.396,0.5,0.308,0.479,0.333
468,Ish Smith,32,WAS,NBA,0.473,44,1,924,11.6,0.165,0.111,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,106,113,0.2,0.9,1.1,0.056,-2,0.2,-1.9,0,5,11.6,4.3,9.7,0.7,1.9,0.7,1.3,0.9,5,5.8,6.7,1.2,0.5,1.6,2.4,11.5,0.434,0.448,0.367,0.465,0.576
469,Alen Smailagić,20,GSW,NBA,0.472,15,1,84,8.9,0.37,0.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,92,108,-0.1,0.1,0,0.015,-4.9,-0.5,-5.4,-0.1,4.7,11.6,3,7.3,1.7,4.3,0.9,2.6,2.6,4.3,6.9,1.7,1.3,2.1,2.1,4.7,12,0.407,0.412,0.4,0.481,0.333
470,Daniel Oturu,21,LAC,NBA,0.471,30,0,161,12.5,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,106,109,0,0.2,0.3,0.081,-4,-1.6,-5.6,-0.1,4.9,11.6,4.7,10.5,0.2,1.1,2,2.7,4.7,6,10.7,2.2,0.9,1.6,2,5.4,12.1,0.423,0.447,0.2,0.433,0.75
471,Brandon Goodwin,25,ATL,NBA,0.471,47,5,620,9.2,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,101,116,-0.2,0.4,0.2,0.013,-2.7,-0.8,-3.5,-0.2,4.9,12.9,3,7,1.9,6,1.6,2.5,0.5,3.5,4,5.5,1,0,2.1,2.4,13.2,0.377,0.433,0.311,0.448,0.651
472,Al-Farouq Aminu,30,TOT,NBA,0.469,23,14,434,8.9,0.374,0.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,91,111,-0.4,0.5,0.1,0.01,-5,1,-4,-0.2,3.2,8.2,2.5,5.1,0.7,3.1,1.5,1.8,1.8,7.3,9.1,2.6,1.6,0.7,2.3,2.4,8.5,0.384,0.484,0.216,0.424,0.818
473,Chandler Hutchison,24,TOT,NBA,0.469,25,1,346,6.8,0.214,0.243,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,89,111,-0.5,0.4,-0.1,-0.007,-5.9,-0.2,-6.1,-0.4,4.1,10.7,3.2,8.4,0.8,2.3,2.2,2.6,0.6,7.5,8.1,1.8,1.2,0.5,2.1,3.4,11.1,0.379,0.383,0.364,0.417,0.84
474,CJ Elleby,20,POR,NBA,0.468,30,0,192,9.4,0.515,0.227,6,12,8.9,7.1,1.5,1.4,6.4,17.4,105,117,0,0.1,0.1,0.032,-4.1,-1.5,-5.6,-0.2,4.7,12.4,3.4,6,1.3,6.4,2.1,2.8,2.1,3.9,6,1.9,1.1,0.6,0.9,5.1,12.7,0.379,0.563,0.206,0.432,0.733
475,Reggie Perry,20,BRK,NBA,0.466,26,0,211,11,0.269,0.167,14.9,22.9,19.1,9,1.4,2.5,15.2,20.4,101,111,-0.1,0.2,0.2,0.04,-5,-1.7,-6.7,-0.2,5.5,13.3,4.8,9.7,0.7,3.6,1.7,2.2,4.6,7.8,12.5,2.4,1,1,2.6,6.8,13.3,0.41,0.491,0.19,0.436,0.769
476,Caleb Martin,25,CHO,NBA,0.465,53,3,818,9.5,0.488,0.25,4,14.8,9.3,11.5,2.2,1.5,10.4,16.7,99,112,-0.4,0.9,0.5,0.03,-3.4,-0.3,-3.7,-0.4,4.2,11.3,2.9,5.8,1.4,5.5,1.8,2.8,1.4,4.8,6.2,2.9,1.6,0.5,1.5,2.7,11.6,0.375,0.496,0.248,0.436,0.641
477,Frank Mason,26,ORL,NBA,0.462,4,1,79,7.5,0.208,0.292,3.8,12.2,7.9,22.3,0,0,15.6,17.5,98,120,0,0,0,-0.018,-6.1,-3.1,-9.2,-0.1,4.1,10.9,3.2,8.7,0.9,2.3,2.3,3.2,1.4,4.1,5.5,5.5,0,0,2.3,3.2,11.4,0.375,0.368,0.4,0.417,0.714
478,Isaac Bonga,21,WAS,NBA,0.461,40,8,432,4,0.58,0.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,90,114,-0.4,0.4,0,-0.001,-5.6,-0.8,-6.4,-0.5,2.5,6.8,1.4,2.8,1.1,3.9,0.4,0.7,1.5,4,5.5,1.9,0.9,0.7,1.8,5.2,6.5,0.37,0.5,0.277,0.451,0.625
479,Killian Tillie,22,MEM,NBA,0.461,18,1,182,8.5,0.579,0.193,3.5,10.6,7,5.6,1.3,4,3.1,14.8,104,112,0,0.2,0.2,0.055,-3.6,-0.5,-4.1,-0.1,3.8,11.3,1.8,4.7,2,6.5,1.8,2.2,1.2,3.6,4.7,1.6,1,1.6,0.4,4,11.3,0.333,0.375,0.303,0.421,0.818
480,Chris Chiozza,25,BRK,NBA,0.461,22,1,232,12.9,0.477,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21,108,115,0.1,0.2,0.3,0.063,-0.7,-0.9,-1.6,0,4.8,13.7,2.8,7.1,2,6.5,2,2.6,0.5,3.3,3.7,10.1,1.1,0.9,2.5,2.9,13.7,0.352,0.391,0.31,0.426,0.765
481,Sekou Doumbouya,20,DET,NBA,0.459,56,11,869,6.9,0.408,0.227,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,93,114,-0.9,0.7,-0.2,-0.012,-5.4,-1.7,-7,-1.1,4.4,11.7,3.4,6.9,1.1,4.8,1.9,2.7,1.6,4.3,5.9,1.9,1,0.4,1.8,3.9,11.8,0.379,0.485,0.226,0.426,0.703
482,Yogi Ferrell,27,TOT,NBA,0.459,10,0,136,14.4,0.491,0.158,4.1,11.4,7.8,22.9,2.5,2,4.7,20.7,110,111,0.1,0.2,0.3,0.099,-0.8,0.2,-0.6,0,5.3,15.1,2.9,7.7,2.4,7.4,1.9,2.4,1.3,3.7,5,5.8,1.9,0.8,0.8,2.9,14.8,0.351,0.379,0.321,0.43,0.778
483,Rodions Kurucs,22,TOT,NBA,0.459,21,0,125,6.3,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,79,109,-0.3,0.2,-0.1,-0.041,-7,2.5,-4.6,-0.1,3.2,9.2,1.4,3.2,1.7,6,0.9,1.2,1.4,5.2,6.6,2.9,2.6,1.2,3.7,4.6,8.9,0.344,0.455,0.286,0.438,0.75
484,Markelle Fultz,22,ORL,NBA,0.458,8,8,215,12,0.154,0.183,2.3,10,6,33.1,1.8,0.8,13.8,26.2,96,116,-0.3,0.1,-0.1,-0.024,-2.9,-1.7,-4.6,-0.1,6.9,17.4,6.2,14.7,0.7,2.7,2.8,3.2,0.8,3.3,4.2,7.2,1.3,0.3,3,3,17.2,0.394,0.42,0.25,0.413,0.895
485,Jay Scrubb,20,LAC,NBA,0.458,4,1,84,6.3,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0,15.5,23.8,82,111,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2,6,15.4,5.1,11.6,0.9,3.9,2.1,2.1,0.9,5.1,6,0.4,1.7,0,3,2.1,15,0.389,0.444,0.222,0.417,1
486,Justin Robinson,23,OKC,NBA,0.453,9,0,88,6,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,102,117,0,0,0,0.021,-6.2,-1.3,-7.6,-0.1,2.9,8.6,1.2,2.9,1.6,5.7,1.2,2,0.4,2.5,2.9,3.7,1.2,0,0.8,4.1,8.6,0.333,0.429,0.286,0.429,0.6
487,Rodney Hood,28,TOT,NBA,0.452,55,5,942,5.6,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,94,118,-0.7,0.3,-0.4,-0.019,-5.3,-1.8,-7.1,-1.2,3.6,9.9,2.3,5.6,1.3,4.3,0.9,1.1,0.9,3.1,3.9,2,0.9,0.3,1.4,2.8,9.4,0.362,0.408,0.301,0.427,0.857
488,Kyle Guy,23,SAC,NBA,0.449,31,0,235,8.5,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,99,119,-0.1,0.1,-0.1,-0.015,-4,-2.3,-6.4,-0.3,4.4,13.5,2.5,6.4,2,7,2.5,3.1,0.8,4.6,5.4,4.9,0.9,0,1.7,3.1,13.3,0.33,0.381,0.283,0.403,0.8
489,Michael Carter-Williams,29,ORL,NBA,0.449,31,25,800,9.5,0.226,0.296,4.9,13.4,9,24.3,1.5,1.9,18.4,20.2,93,115,-1.1,0.6,-0.5,-0.028,-4.5,-0.1,-4.6,-0.5,4.7,12.2,4.1,9.4,0.7,2.7,2.2,3.6,1.8,4.5,6.3,5.8,1.1,0.8,3.1,3.6,12.3,0.389,0.431,0.246,0.417,0.613
490,KZ Okpala,21,MIA,NBA,0.448,37,9,447,5.2,0.521,0.156,5.5,11.8,8.7,5.8,1.1,2.6,12.8,11.9,94,113,-0.3,0.4,0.1,0.015,-6.5,-0.7,-7.2,-0.6,2.9,7.7,1.9,3.7,1,4,0.6,1.2,1.7,3.8,5.5,1.5,0.8,0.9,1.2,4.8,7.4,0.375,0.522,0.24,0.438,0.533
491,Nate Hinton,21,DAL,NBA,0.442,21,0,93,10.4,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2,9.7,24.4,91,109,-0.2,0.1,0,-0.015,-4.6,0.4,-4.2,-0.1,5.8,16.3,4.3,8.9,1.5,7.4,2.7,3.9,0.4,3.1,3.5,3.1,2.7,0.8,1.9,3.1,15.9,0.357,0.478,0.211,0.405,0.7
492,Nicolò Melli,30,TOT,NBA,0.441,45,4,566,7.9,0.603,0.177,5.6,17.9,11.8,9.8,1.2,0.5,7.3,12.5,106,114,0.1,0.5,0.6,0.048,-3.5,-0.1,-3.6,-0.2,2.9,9,1.5,3.6,1.5,5.4,1.2,1.6,1.8,5.9,7.8,2.8,0.9,0.2,0.8,3.7,8.5,0.326,0.411,0.271,0.408,0.76
493,Gary Clark,26,TOT,NBA,0.436,39,11,654,6,0.818,0.076,5.1,13.5,9.1,6.4,1,1,11.1,10.1,97,117,-0.3,0.4,0.1,0.008,-4,-0.9,-4.9,-0.5,2.2,7.3,0.5,1.3,1.7,5.9,0.4,0.6,1.8,4.5,6.3,1.7,0.7,0.4,0.9,1.9,6.6,0.303,0.375,0.287,0.42,0.8
